Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
699,1789996893000,21/09/2026 13:21:33,1789996893000,1,21/09/2026 14:21:33,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_WB_OrigFirst,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3986.5,,,3986.5,1,3986.5,,,,Number Entry,,,Display 3,29,29,Q3_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1789996900000,21/09/2026 13:21:40,1789996900000,1,21/09/2026 14:21:40,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_WB_OrigFirst,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4484.7,,,4484.7,1,4484.7,,,,Number Entry,,,Display 4,26,26,Q4_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1789996907000,21/09/2026 13:21:47,1789996907000,1,21/09/2026 14:21:47,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,1,Display 1,Screen 1,,,response,10,,,,3055.0,,,3055.0,1,3055.0,,,,Answer_10,,,Display 1,10,disc_K10_D1_orig_white.png,,K10_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1789996914000,21/09/2026 13:21:54,1789996914000,1,21/09/2026 14:21:54,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,2,Display 1,Screen 1,,,response,10,,,,3963.2,,,3963.2,1,3963.2,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_white.png,,K10_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1789996921000,21/09/2026 13:22:01,1789996921000,1,21/09/2026 14:22:01,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,3,Display 1,Screen 1,,,response,10,,,,6628.1,,,6628.1,1,6628.1,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_white.png,,K10_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1789996928000,21/09/2026 13:22:08,1789996928000,1,21/09/2026 14:22:08,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,4,Display 1,Screen 1,,,response,20,,,,4018.4,,,4018.4,1,4018.4,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_white.png,,K20_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1789996935000,21/09/2026 13:22:15,1789996935000,1,21/09/2026 14:22:15,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,5,Display 1,Screen 1,,,response,20,,,,4520.7,,,4520.7,1,4520.7,,,,Answer_20,,,Display 1,20,disc_K20_D2_orig_white.png,,K20_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1789996942000,21/09/2026 13:22:22,1789996942000,1,21/09/2026 14:22:22,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,6,Display 1,Screen 1,,,response,20,,,,8389.5,,,8389.5,1,8389.5,,,,Answer_20,,,Display 1,20,disc_K20_D3_orig_white.png,,K20_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1789996949000,21/09/2026 13:22:29,1789996949000,1,21/09/2026 14:22:29,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,7,Display 1,Screen 1,,,response,30,,,,7715.8,,,7715.8,1,7715.8,,,,Answer_30,,,Display 1,30,disc_K30_D1_orig_white.png,,K30_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1789996956000,21/09/2026 13:22:36,1789996956000,1,21/09/2026 14:22:36,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,8,Display 1,Screen 1,,,response,25,,,,9262.5,,,9262.5,0,9262.5,,,,Answer_25,,,Display 1,30,disc_K30_D2_orig_white.png,,K30_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1789996963000,21/09/2026 13:22:43,1789996963000,1,21/09/2026 14:22:43,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,9,Display 1,Screen 1,,,response,30,,,,18334.6,,,18334.6,1,18334.6,,,,Answer_30,,,Display 1,30,disc_K30_D3_orig_white.png,,K30_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1789996970000,21/09/2026 13:22:50,1789996970000,1,21/09/2026 14:22:50,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,10,Display 1,Screen 1,,,response,10,,,,3765.4,,,3765.4,1,3765.4,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_white.png,,K10_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1789996977000,21/09/2026 13:22:57,1789996977000,1,21/09/2026 14:22:57,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,11,Display 1,Screen 1,,,response,10,,,,6081.1,,,6081.1,1,6081.1,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_white.png,,K10_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1789996984000,21/09/2026 13:23:04,1789996984000,1,21/09/2026 14:23:04,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,12,Display 1,Screen 1,,,response,10,,,,5067.4,,,5067.4,1,5067.4,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_white.png,,K10_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1789996991000,21/09/2026 13:23:11,1789996991000,1,21/09/2026 14:23:11,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,13,Display 1,Screen 1,,,response,25,,,,6404.7,,,6404.7,0,6404.7,,,,Answer_25,,,Display 1,20,disc_K20_D1_opt_white.png,,K20_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1789996998000,21/09/2026 13:23:18,1789996998000,1,21/09/2026 14:23:18,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,14,Display 1,Screen 1,,,response,20,,,,4400.9,,,4400.9,1,4400.9,,,,Answer_20,,,Display 1,20,disc_K20_D2_opt_white.png,,K20_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1789997005000,21/09/2026 13:23:25,1789997005000,1,21/09/2026 14:23:25,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,15,Display 1,Screen 1,,,response,15,,,,9898.2,,,9898.2,0,9898.2,,,,Answer_15,,,Display 1,20,disc_K20_D3_opt_white.png,,K20_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1789997012000,21/09/2026 13:23:32,1789997012000,1,21/09/2026 14:23:32,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,16,Display 1,Screen 1,,,response,30,,,,4659.5,,,4659.5,1,4659.5,,,,Answer_30,,,Display 1,30,disc_K30_D1_opt_white.png,,K30_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1789997019000,21/09/2026 13:23:39,1789997019000,1,21/09/2026 14:23:39,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,17,Display 1,Screen 1,,,response,25,,,,11392.5,,,11392.5,0,11392.5,,,,Answer_25,,,Display 1,30,disc_K30_D2_opt_white.png,,K30_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1789997026000,21/09/2026 13:23:46,1789997026000,1,21/09/2026 14:23:46,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,18,Display 1,Screen 1,,,response,30,,,,6062.4,,,6062.4,1,6062.4,,,,Answer_30,,,Display 1,30,disc_K30_D3_opt_white.png,,K30_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1789997033000,21/09/2026 13:23:53,1789997033000,1,21/09/2026 14:23:53,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,19,Display 1,Screen 1,,,response,10,,,,3282.2,,,3282.2,1,3282.2,,,,Answer_10,,,Display 1,10,disc_K10_D1_orig_black.png,,K10_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1789997040000,21/09/2026 13:24:00,1789997040000,1,21/09/2026 14:24:00,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,20,Display 1,Screen 1,,,response,10,,,,3613.5,,,3613.5,1,3613.5,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_black.png,,K10_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1789997047000,21/09/2026 13:24:07,1789997047000,1,21/09/2026 14:24:07,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,21,Display 1,Screen 1,,,response,10,,,,6974.8,,,6974.8,1,6974.8,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_black.png,,K10_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1789997054000,21/09/2026 13:24:14,1789997054000,1,21/09/2026 14:24:14,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,22,Display 1,Screen 1,,,response,20,,,,4457.7,,,4457.7,1,4457.7,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_black.png,,K20_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1789997061000,21/09/2026 13:24:21,1789997061000,1,21/09/2026 14:24:21,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_013,S3P013,S3_PRIV_013,,complete,SYNTHETIC,S3_EXT_013,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,23,Display 1,Screen 1,,,response,20,,,,6120.9,,,6120.9,1,6120.9,,,,Answer_20,,,Display 1,20,disc_K20_D2_orig_black.png,,K20_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
