Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-6fcy,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating,Spreadsheet: optimized_side,Spreadsheet: preferred_side,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question
633,1789996431000,21/09/2026 13:13:51,1789996431000,1,21/09/2026 14:13:51,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline,,,,2905.8,,,2905.8,,2905.8,,,,Image Response,,,Display 1,5,compare_10_easy_baseline.png,compare_10_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
634,1789996438000,21/09/2026 13:13:58,1789996438000,1,21/09/2026 14:13:58,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized,,,,3430.2,,,3430.2,,3430.2,,,,Image Response,,,Display 1,6,compare_30_medium_baseline.png,compare_30_medium_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
635,1789996445000,21/09/2026 13:14:05,1789996445000,1,21/09/2026 14:14:05,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized,,,,3450.8,,,3450.8,,3450.8,,,,Image Response,,,Display 1,7,compare_10_hard_baseline.png,compare_10_hard_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
636,1789996452000,21/09/2026 13:14:12,1789996452000,1,21/09/2026 14:14:12,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized,,,,3868.8,,,3868.8,,3868.8,,,,Image Response,,,Display 1,8,compare_30_hard_optimized.png,compare_30_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
637,1789996459000,21/09/2026 13:14:19,1789996459000,1,21/09/2026 14:14:19,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized,,,,2933.7,,,2933.7,,2933.7,,,,Image Response,,,Display 1,9,compare_30_easy_optimized.png,compare_30_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
638,1789996466000,21/09/2026 13:14:26,1789996466000,1,21/09/2026 14:14:26,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline,,,,2127.7,,,2127.7,,2127.7,,,,Image Response,,,Display 1,10,compare_5_easy_optimized.png,compare_5_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
639,1789996473000,21/09/2026 13:14:33,1789996473000,1,21/09/2026 14:14:33,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized,,,,3031.4,,,3031.4,,3031.4,,,,Image Response,,,Display 1,11,compare_5_hard_baseline.png,compare_5_hard_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
640,1789996480000,21/09/2026 13:14:40,1789996480000,1,21/09/2026 14:14:40,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_016,S2P016,S2_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized,,,,5766.7,,,5766.7,,5766.7,,,,Image Response,,,Display 1,12,compare_10_medium_baseline.png,compare_10_medium_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
641,1789996487000,21/09/2026 13:14:47,1789996487000,1,21/09/2026 14:14:47,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3092.3,,,3092.3,1,3092.3,,,,Number Entry,,,Display 1,,,,12,,,,,,12,Q1_answer,,,,,,
642,1789996494000,21/09/2026 13:14:54,1789996494000,1,21/09/2026 14:14:54,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2372.3,,,2372.3,1,2372.3,,,,Number Entry,,,Display 2,,,,16,,,,,,16,Q2_answer,,,,,,
643,1789996501000,21/09/2026 13:15:01,1789996501000,1,21/09/2026 14:15:01,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,5581.4,,,5581.4,1,5581.4,,,,Number Entry,,,Display 3,,,,29,,,,,,29,Q3_answer,,,,,,
644,1789996508000,21/09/2026 13:15:08,1789996508000,1,21/09/2026 14:15:08,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4575.9,,,4575.9,1,4575.9,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
645,1789996515000,21/09/2026 13:15:15,1789996515000,1,21/09/2026 14:15:15,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,1,Display 1,Screen 1,,,response,10,,,,3420.8,,,3420.8,1,3420.8,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
646,1789996522000,21/09/2026 13:15:22,1789996522000,1,21/09/2026 14:15:22,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,2,Display 1,Screen 1,,,response,5,,,,3644.7,,,3644.7,1,3644.7,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
647,1789996529000,21/09/2026 13:15:29,1789996529000,1,21/09/2026 14:15:29,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,3,Display 1,Screen 1,,,response,10,,,,6415.8,,,6415.8,1,6415.8,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
648,1789996536000,21/09/2026 13:15:36,1789996536000,1,21/09/2026 14:15:36,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,4,Display 1,Screen 1,,,response,25,,,,10497.7,,,10497.7,0,10497.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipy.png,,30,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
649,1789996543000,21/09/2026 13:15:43,1789996543000,1,21/09/2026 14:15:43,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,5,Display 1,Screen 1,,,response,5,,,,3085.6,,,3085.6,1,3085.6,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
650,1789996550000,21/09/2026 13:15:50,1789996550000,1,21/09/2026 14:15:50,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,6,Display 1,Screen 1,,,response,10,,,,9524.5,,,9524.5,1,9524.5,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipy.png,,10,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
651,1789996557000,21/09/2026 13:15:57,1789996557000,1,21/09/2026 14:15:57,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,7,Display 1,Screen 1,,,response,10,,,,3141.2,,,3141.2,1,3141.2,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipysa.png,,10,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
652,1789996564000,21/09/2026 13:16:04,1789996564000,1,21/09/2026 14:16:04,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,8,Display 1,Screen 1,,,response,5,,,,3340.7,,,3340.7,1,3340.7,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipysa.png,,5,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
653,1789996571000,21/09/2026 13:16:11,1789996571000,1,21/09/2026 14:16:11,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,9,Display 1,Screen 1,,,response,5,,,,4389.3,,,4389.3,1,4389.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipy.png,,5,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
654,1789996578000,21/09/2026 13:16:18,1789996578000,1,21/09/2026 14:16:18,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,10,Display 1,Screen 1,,,response,25,,,,9633.7,,,9633.7,0,9633.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
655,1789996585000,21/09/2026 13:16:25,1789996585000,1,21/09/2026 14:16:25,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,11,Display 1,Screen 1,,,response,5,,,,5144.2,,,5144.2,1,5144.2,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
656,1789996592000,21/09/2026 13:16:32,1789996592000,1,21/09/2026 14:16:32,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,12,Display 1,Screen 1,,,response,25,,,,5023.8,,,5023.8,0,5023.8,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
657,1789996599000,21/09/2026 13:16:39,1789996599000,1,21/09/2026 14:16:39,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,13,Display 1,Screen 1,,,response,25,,,,3952.3,,,3952.3,0,3952.3,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
658,1789996606000,21/09/2026 13:16:46,1789996606000,1,21/09/2026 14:16:46,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,14,Display 1,Screen 1,,,response,25,,,,8500.5,,,8500.5,0,8500.5,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
659,1789996613000,21/09/2026 13:16:53,1789996613000,1,21/09/2026 14:16:53,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,15,Display 1,Screen 1,,,response,10,,,,6454.0,,,6454.0,1,6454.0,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipysa.png,,10,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
660,1789996620000,21/09/2026 13:17:00,1789996620000,1,21/09/2026 14:17:00,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,16,Display 1,Screen 1,,,response,20,,,,5040.1,,,5040.1,1,5040.1,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
661,1789996627000,21/09/2026 13:17:07,1789996627000,1,21/09/2026 14:17:07,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,17,Display 1,Screen 1,,,response,20,,,,5461.5,,,5461.5,1,5461.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipy.png,,20,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
662,1789996634000,21/09/2026 13:17:14,1789996634000,1,21/09/2026 14:17:14,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,18,Display 1,Screen 1,,,response,25,,,,3888.4,,,3888.4,0,3888.4,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
663,1789996641000,21/09/2026 13:17:21,1789996641000,1,21/09/2026 14:17:21,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,19,Display 1,Screen 1,,,response,20,,,,4030.6,,,4030.6,1,4030.6,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipysa.png,,20,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
664,1789996648000,21/09/2026 13:17:28,1789996648000,1,21/09/2026 14:17:28,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,20,Display 1,Screen 1,,,response,10,,,,4648.7,,,4648.7,1,4648.7,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipy.png,,10,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
665,1789996655000,21/09/2026 13:17:35,1789996655000,1,21/09/2026 14:17:35,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,21,Display 1,Screen 1,,,response,30,,,,8365.0,,,8365.0,1,8365.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
666,1789996662000,21/09/2026 13:17:42,1789996662000,1,21/09/2026 14:17:42,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,22,Display 1,Screen 1,,,response,20,,,,5634.7,,,5634.7,1,5634.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipy.png,,20,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
667,1789996669000,21/09/2026 13:17:49,1789996669000,1,21/09/2026 14:17:49,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,23,Display 1,Screen 1,,,response,10,,,,6165.3,,,6165.3,0,6165.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipy.png,,5,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
668,1789996676000,21/09/2026 13:17:56,1789996676000,1,21/09/2026 14:17:56,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,24,Display 1,Screen 1,,,response,30,,,,8877.0,,,8877.0,1,8877.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
669,1789996683000,21/09/2026 13:18:03,1789996683000,1,21/09/2026 14:18:03,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline,,,,2871.4,,,2871.4,,2871.4,,,,Image Response,,,Display 1,1,compare_20_medium_baseline.png,compare_20_medium_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
670,1789996690000,21/09/2026 13:18:10,1789996690000,1,21/09/2026 14:18:10,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized,,,,7348.5,,,7348.5,,7348.5,,,,Image Response,,,Display 1,2,compare_30_medium_optimized.png,compare_30_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
671,1789996697000,21/09/2026 13:18:17,1789996697000,1,21/09/2026 14:18:17,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized,,,,7807.3,,,7807.3,,7807.3,,,,Image Response,,,Display 1,3,compare_5_easy_baseline.png,compare_5_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
672,1789996704000,21/09/2026 13:18:24,1789996704000,1,21/09/2026 14:18:24,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized,,,,3326.1,,,3326.1,,3326.1,,,,Image Response,,,Display 1,4,compare_20_easy_baseline.png,compare_20_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
673,1789996711000,21/09/2026 13:18:31,1789996711000,1,21/09/2026 14:18:31,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline,,,,6052.7,,,6052.7,,6052.7,,,,Image Response,,,Display 1,5,compare_20_hard_optimized.png,compare_20_hard_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
674,1789996718000,21/09/2026 13:18:38,1789996718000,1,21/09/2026 14:18:38,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized,,,,5990.0,,,5990.0,,5990.0,,,,Image Response,,,Display 1,6,compare_30_easy_baseline.png,compare_30_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
675,1789996725000,21/09/2026 13:18:45,1789996725000,1,21/09/2026 14:18:45,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline,,,,2576.2,,,2576.2,,2576.2,,,,Image Response,,,Display 1,7,compare_10_easy_baseline.png,compare_10_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
676,1789996732000,21/09/2026 13:18:52,1789996732000,1,21/09/2026 14:18:52,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_017,S2P017,S2_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline,,,,7823.9,,,7823.9,,7823.9,,,,Image Response,,,Display 1,8,compare_10_medium_baseline.png,compare_10_medium_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
