Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating
176,1789993232000,21/09/2026 12:20:32,1789993232000,1,21/09/2026 13:20:32,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline.png,,,,3733.7,,,3733.7,,3733.7,,,,,,,Display 1,8,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,optimized.png,baseline.png,
177,1789993239000,21/09/2026 12:20:39,1789993239000,1,21/09/2026 13:20:39,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,6200.5,,,6200.5,,6200.5,,,,,,,Display 1,9,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
178,1789993246000,21/09/2026 12:20:46,1789993246000,1,21/09/2026 13:20:46,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,6365.9,,,6365.9,,6365.9,,,,,,,Display 1,10,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,baseline.png,optimized.png,
179,1789993253000,21/09/2026 12:20:53,1789993253000,1,21/09/2026 13:20:53,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,3363.0,,,3363.0,,3363.0,,,,,,,Display 1,11,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
180,1789993260000,21/09/2026 12:21:00,1789993260000,1,21/09/2026 13:21:00,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_015,BLINDED,S1_PRIV_015,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,2323.4,,,2323.4,,2323.4,,,,,,,Display 1,12,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,baseline.png,optimized.png,
181,1789993267000,21/09/2026 12:21:07,1789993267000,1,21/09/2026 13:21:07,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,11165.4,,,11165.4,,11165.4,,,,,,,Display 1,1,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,optimized.png,baseline.png,
182,1789993274000,21/09/2026 12:21:14,1789993274000,1,21/09/2026 13:21:14,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,1876.4,,,1876.4,,1876.4,,,,,,,Display 1,2,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,baseline.png,optimized.png,
183,1789993281000,21/09/2026 12:21:21,1789993281000,1,21/09/2026 13:21:21,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,3458.3,,,3458.3,,3458.3,,,,,,,Display 1,3,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,baseline.png,optimized.png,
184,1789993288000,21/09/2026 12:21:28,1789993288000,1,21/09/2026 13:21:28,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,6974.0,,,6974.0,,6974.0,,,,,,,Display 1,4,compare_30_easy_optimized.png,compare_30_easy_baseline.png,optimized.png,baseline.png,optimized.png,
185,1789993295000,21/09/2026 12:21:35,1789993295000,1,21/09/2026 13:21:35,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,3965.2,,,3965.2,,3965.2,,,,,,,Display 1,5,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,baseline.png,optimized.png,
186,1789993302000,21/09/2026 12:21:42,1789993302000,1,21/09/2026 13:21:42,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,3286.2,,,3286.2,,3286.2,,,,,,,Display 1,6,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,optimized.png,baseline.png,
187,1789993309000,21/09/2026 12:21:49,1789993309000,1,21/09/2026 13:21:49,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,2827.2,,,2827.2,,2827.2,,,,,,,Display 1,7,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,optimized.png,baseline.png,
188,1789993316000,21/09/2026 12:21:56,1789993316000,1,21/09/2026 13:21:56,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,4056.8,,,4056.8,,4056.8,,,,,,,Display 1,8,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
189,1789993323000,21/09/2026 12:22:03,1789993323000,1,21/09/2026 13:22:03,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,4067.0,,,4067.0,,4067.0,,,,,,,Display 1,9,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,baseline.png,optimized.png,
190,1789993330000,21/09/2026 12:22:10,1789993330000,1,21/09/2026 13:22:10,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,2859.9,,,2859.9,,2859.9,,,,,,,Display 1,10,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,baseline.png,optimized.png,
191,1789993337000,21/09/2026 12:22:17,1789993337000,1,21/09/2026 13:22:17,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,4186.9,,,4186.9,,4186.9,,,,,,,Display 1,11,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
192,1789993344000,21/09/2026 12:22:24,1789993344000,1,21/09/2026 13:22:24,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_016,BLINDED,S1_PRIV_016,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,2282.7,,,2282.7,,2282.7,,,,,,,Display 1,12,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,optimized.png,baseline.png,
193,1789993351000,21/09/2026 12:22:31,1789993351000,1,21/09/2026 13:22:31,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,1909.2,,,1909.2,,1909.2,,,,,,,Display 1,1,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
194,1789993358000,21/09/2026 12:22:38,1789993358000,1,21/09/2026 13:22:38,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,6528.0,,,6528.0,,6528.0,,,,,,,Display 1,2,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,optimized.png,baseline.png,
195,1789993365000,21/09/2026 12:22:45,1789993365000,1,21/09/2026 13:22:45,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,5388.9,,,5388.9,,5388.9,,,,,,,Display 1,3,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
196,1789993372000,21/09/2026 12:22:52,1789993372000,1,21/09/2026 13:22:52,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,2721.8,,,2721.8,,2721.8,,,,,,,Display 1,4,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,baseline.png,optimized.png,
197,1789993379000,21/09/2026 12:22:59,1789993379000,1,21/09/2026 13:22:59,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,4851.1,,,4851.1,,4851.1,,,,,,,Display 1,5,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
198,1789993386000,21/09/2026 12:23:06,1789993386000,1,21/09/2026 13:23:06,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,3161.2,,,3161.2,,3161.2,,,,,,,Display 1,6,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,baseline.png,optimized.png,
199,1789993393000,21/09/2026 12:23:13,1789993393000,1,21/09/2026 13:23:13,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,9008.9,,,9008.9,,9008.9,,,,,,,Display 1,7,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
200,1789993400000,21/09/2026 12:23:20,1789993400000,1,21/09/2026 13:23:20,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline.png,,,,7873.9,,,7873.9,,7873.9,,,,,,,Display 1,8,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
201,1789993407000,21/09/2026 12:23:27,1789993407000,1,21/09/2026 13:23:27,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,5305.1,,,5305.1,,5305.1,,,,,,,Display 1,9,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
202,1789993414000,21/09/2026 12:23:34,1789993414000,1,21/09/2026 13:23:34,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,5992.5,,,5992.5,,5992.5,,,,,,,Display 1,10,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
203,1789993421000,21/09/2026 12:23:41,1789993421000,1,21/09/2026 13:23:41,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,2762.5,,,2762.5,,2762.5,,,,,,,Display 1,11,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,baseline.png,optimized.png,
204,1789993428000,21/09/2026 12:23:48,1789993428000,1,21/09/2026 13:23:48,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_017,BLINDED,S1_PRIV_017,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,1826.7,,,1826.7,,1826.7,,,,,,,Display 1,12,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
205,1789993435000,21/09/2026 12:23:55,1789993435000,1,21/09/2026 13:23:55,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,2695.9,,,2695.9,,2695.9,,,,,,,Display 1,1,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,optimized.png,baseline.png,
206,1789993442000,21/09/2026 12:24:02,1789993442000,1,21/09/2026 13:24:02,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,2230.9,,,2230.9,,2230.9,,,,,,,Display 1,2,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,baseline.png,optimized.png,
207,1789993449000,21/09/2026 12:24:09,1789993449000,1,21/09/2026 13:24:09,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,4304.1,,,4304.1,,4304.1,,,,,,,Display 1,3,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,baseline.png,optimized.png,
208,1789993456000,21/09/2026 12:24:16,1789993456000,1,21/09/2026 13:24:16,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized.png,,,,5337.5,,,5337.5,,5337.5,,,,,,,Display 1,4,compare_30_easy_optimized.png,compare_30_easy_baseline.png,optimized.png,optimized.png,baseline.png,
209,1789993463000,21/09/2026 12:24:23,1789993463000,1,21/09/2026 13:24:23,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,5547.1,,,5547.1,,5547.1,,,,,,,Display 1,5,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,baseline.png,optimized.png,
210,1789993470000,21/09/2026 12:24:30,1789993470000,1,21/09/2026 13:24:30,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,2932.4,,,2932.4,,2932.4,,,,,,,Display 1,6,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,baseline.png,optimized.png,
211,1789993477000,21/09/2026 12:24:37,1789993477000,1,21/09/2026 13:24:37,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,3500.7,,,3500.7,,3500.7,,,,,,,Display 1,7,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
212,1789993484000,21/09/2026 12:24:44,1789993484000,1,21/09/2026 13:24:44,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline.png,,,,2399.5,,,2399.5,,2399.5,,,,,,,Display 1,8,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,optimized.png,baseline.png,
213,1789993491000,21/09/2026 12:24:51,1789993491000,1,21/09/2026 13:24:51,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,8081.5,,,8081.5,,8081.5,,,,,,,Display 1,9,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,baseline.png,optimized.png,
214,1789993498000,21/09/2026 12:24:58,1789993498000,1,21/09/2026 13:24:58,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,4096.3,,,4096.3,,4096.3,,,,,,,Display 1,10,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,baseline.png,optimized.png,
215,1789993505000,21/09/2026 12:25:05,1789993505000,1,21/09/2026 13:25:05,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,4334.0,,,4334.0,,4334.0,,,,,,,Display 1,11,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
216,1789993512000,21/09/2026 12:25:12,1789993512000,1,21/09/2026 13:25:12,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_018,BLINDED,S1_PRIV_018,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,2771.3,,,2771.3,,2771.3,,,,,,,Display 1,12,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,baseline.png,optimized.png,
217,1789993519000,21/09/2026 12:25:19,1789993519000,1,21/09/2026 13:25:19,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,3036.0,,,3036.0,,3036.0,,,,,,,Display 1,1,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,optimized.png,baseline.png,
218,1789993526000,21/09/2026 12:25:26,1789993526000,1,21/09/2026 13:25:26,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_019,BLINDED,S1_PRIV_019,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,2904.8,,,2904.8,,2904.8,,,,,,,Display 1,2,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,baseline.png,optimized.png,
